workload,model,frequency,horizon,timesteps,suite,het_prob,status,rmse,max,mpe,exp_var,mape,r2_score,train_rmse,train_max,train_mpe,train_exp_var,train_mape,train_r2_score
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,1,5,dacapo,0.2,Success,1353235.1447484554,3341414.110953063,0.31844217217882476,0.0,8.46699077480352,-0.016477360822684695,2007979.4060586728,18156984.110953063,-2.3460554313090634,0.6536923269262518,11.40836785170146,0.6536923269262518
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,5,5,dacapo,0.2,Success,1350922.2287895968,3365006.6981402,0.26534223410377417,0.0,8.4554522500195,-0.01525595801351325,2260731.750631289,18156984.110953063,-3.1787825015502307,0.560137821330928,13.169606381127156,0.5601378213309282
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,10,5,dacapo,0.2,Success,1349009.5478184586,3365006.6981402,0.14199565474822673,1.1102230246251566e-17,8.464978314225364,-0.01252590879380544,2416260.647477701,18156984.110953063,-3.7697266984203575,0.4966930607359684,14.41131826586392,0.4966930607359685
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,1,5,dacapo,0.2,Success,1774017.7316361833,5585909.0,5.1156470229903634,-0.3489149052594358,9.44967207866152,-0.7468961454984027,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,5,5,dacapo,0.2,Success,1607729.9016301248,4539822.0,-1.8234340898991674,-0.3870099535421667,9.699635410630828,-0.43773674598115286,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,10,5,dacapo,0.2,Success,1508086.6144523744,4538798.0,-0.602675250936809,-0.2128725572800528,9.111096783457283,-0.26545003182713395,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,1,5,dacapo,0.2,Success,1408614.5033878225,3541003.0,-0.2938198607145784,-0.09722711258126449,8.703227750241782,-0.10137568701103694,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,5,5,dacapo,0.2,Success,1514212.7795426447,4347777.0,3.061209362256534,-0.06176747806944412,8.652037411370797,-0.2755030423717525,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,10,5,dacapo,0.2,Success,1482379.1776127357,4095255.0,2.7892848207361065,-0.031935154794675645,8.528834791718262,-0.22256581594195507,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,transformer,1.0,1,5,dacapo,0.2,Success,1430174.509810168,3021601.0,2.1485853385614324,-0.035936570186393624,8.332908968436113,-0.13534863040072875,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,transformer,1.0,5,5,dacapo,0.2,Success,1405807.5133995507,3510870.0,-0.569308634933953,-0.06303415757255752,8.705562638720371,-0.09965125348569366,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,transformer,1.0,10,5,dacapo,0.2,Success,1390912.0964116845,3675005.0,-1.4865523407367636,-0.05911983355825776,8.75906771756647,-0.07641897318208002,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,1,5,dacapo,0.4,Success,1385429.1557164742,3512418.9177489188,1.5416350447175624,0.0,8.394553564373973,-0.06541748445579332,1935234.794974492,18327988.91774892,-2.234248123910735,0.670127498571896,11.003921357650842,0.670127498571896
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,5,5,dacapo,0.4,Success,1370522.2964164817,3512418.9177489188,1.1030114858115814,0.0,8.40133405212209,-0.044907738008421606,2224412.000872212,18327988.91774892,-3.1441293132514034,0.5633272655329181,12.97017029017433,0.5633272655329181
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,10,5,dacapo,0.4,Success,1368335.4495162645,3512418.9177489188,1.0244379234430987,1.1102230246251566e-17,8.404199257784544,-0.04174355254273558,2374590.975350014,18327988.91774892,-3.696779267728515,0.5014323304835167,14.186104952394327,0.5014323304835167
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,1,5,dacapo,0.4,Success,1896260.2520939251,5100671.0,3.373646529399052,-0.7855571719529253,10.698471305399508,-0.9959380496365913,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,5,5,dacapo,0.4,Success,1665591.5397208391,5108406.0,-0.0017919731419494512,-0.45571617954791754,9.7121690055194,-0.5431596113642989,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,10,5,dacapo,0.4,Success,1562838.9169487294,5062514.0,0.5357497452684578,-0.30551741723434966,9.195707914740597,-0.3590343089333615,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,1,5,dacapo,0.4,Success,1610374.083729268,4162882.0,2.0526502124107218,-0.3421994647390858,9.490895801922692,-0.43947696390805224,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,5,5,dacapo,0.4,Success,1428470.6552039,3938595.0,1.6778556352853482,-0.04350570868618857,8.493466222025187,-0.13504744998724144,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,10,5,dacapo,0.4,Success,1493581.1921642069,4144621.0,2.632504241845457,-0.07341809521502332,8.564461783624289,-0.2411206121168073,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,transformer,1.0,1,5,dacapo,0.4,Success,1649336.8811548282,3617861.0,5.826198605221518,-0.02167455889213743,8.823460522157907,-0.5099755484974371,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,transformer,1.0,5,5,dacapo,0.4,Success,1453527.842429976,4305811.0,1.7108251493402937,-0.0802229816692693,8.620973346254754,-0.1755112346982469,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,transformer,1.0,10,5,dacapo,0.4,Success,1687035.4418617056,4666310.0,5.322096613094145,-0.04890598608428394,9.3234797074988,-0.583639701976123,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,1,5,dacapo,0.6,Success,1452706.8877442786,3723874.5247376375,3.0578711260418765,-0.00025036550065893337,8.354294789484689,-0.1714052473882719,1893147.3397651778,16087384.074074075,-2.1928501375508906,0.6742162484763645,10.674190301142133,0.6742162484763646
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,5,5,dacapo,0.6,Success,1454340.6869468843,7387637.714285715,2.8232381486683167,-0.02141378553533855,8.379117409274004,-0.17650542320250873,2188384.5135848275,16087384.074074075,-3.151215929768902,0.5638007522330962,12.810739716764262,0.5638007522330962
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,10,5,dacapo,0.6,Success,1443270.469792752,7387637.714285715,2.6352809058809847,-0.019540887511541982,8.384378796940856,-0.15889144049912787,2369751.6986880833,18437541.4513788,-3.774833617362598,0.487578164175015,14.191557963834969,0.48757816417501487
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,1,5,dacapo,0.6,Success,1881437.077776285,4580658.0,1.9674818167713923,-0.8667415359764892,10.712942693503228,-0.9648552915146302,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,5,5,dacapo,0.6,Success,1695165.9649548312,5328671.0,1.7848818964098652,-0.4797861239875548,9.702373623285279,-0.5985270363224066,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,10,5,dacapo,0.6,Success,1631643.8893178534,5437511.0,2.6061105946988197,-0.30481375865143884,9.320642624992741,-0.48148827743649836,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,1,5,dacapo,0.6,Success,1444992.1620088818,3711368.0,0.5853839493106984,-0.13462620524689295,8.723560426753606,-0.1589965857199671,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,5,5,dacapo,0.6,Success,1527291.0224528674,4202991.0,3.7774897997858927,-0.03558738153752916,8.562962513152241,-0.29753414317023286,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,10,5,dacapo,0.6,Success,1515371.8276889476,4392370.0,3.414781496485872,-0.05737161497177854,8.556684352595974,-0.2775868219938997,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,transformer,1.0,1,5,dacapo,0.6,Success,1709979.3117999865,3773940.0,6.43763448959952,-0.041282909497980746,9.12856120503278,-0.6230536887951859,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,transformer,1.0,5,5,dacapo,0.6,Success,1554041.8711811707,4931113.0,1.373691135826968,-0.25684332100001483,9.095958680350265,-0.3432483562253935,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,transformer,1.0,10,5,dacapo,0.6,Success,1777508.7081950936,4868164.0,6.599875817709919,-0.06314576602271385,9.68121861348007,-0.7577254846429061,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,1,5,dacapo,0.8,Success,1499776.1805623323,3838275.707246378,3.8724800651003863,0.0,8.398261051176574,-0.24854464852561042,1791781.5736462683,11437863.454545455,-2.033436745205537,0.6968543691889632,10.27636243402117,0.6968543691889632
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,5,5,dacapo,0.8,Success,1482944.9412556093,3871720.483037155,3.59320263948486,2.2204460492503132e-17,8.3776729956399,-0.2232556939063067,2062858.706106775,14418192.933333334,-2.8170649840661093,0.5975549933813207,12.052859222455224,0.5975549933813207
aligned_dacapo_avrora_1.0GHz_cpu16,dt,1.0,10,5,dacapo,0.8,Success,1466545.5848864205,3871720.483037155,3.311988346246691,2.2204460492503132e-17,8.364132985094283,-0.1965787338162361,2207672.2904170924,14418192.933333334,-3.2790678156096194,0.5384101340430831,13.047737355048078,0.5384101340430831
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,1,5,dacapo,0.8,Success,1878812.038734343,4579192.0,0.8064994632474782,-0.9221345928669269,10.752966896041231,-0.9593762630243274,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,5,5,dacapo,0.8,Success,1719660.451061992,5892903.0,1.3075695678260653,-0.5608194191538234,9.919479266907206,-0.6448711407229692,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,mlp,1.0,10,5,dacapo,0.8,Success,1601311.4098160483,5689958.0,1.5084719310856554,-0.32980204074997826,9.269962689954335,-0.42679140107370744,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,1,5,dacapo,0.8,Success,1499142.3937206357,3955105.0,3.553901214750811,-0.031059134868300253,8.476071236315912,-0.24748963247640376,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,5,5,dacapo,0.8,Success,1512671.765473883,4149529.0,3.6316986955139874,-0.04230796171735522,8.521061802693291,-0.27278954336415134,,,,,,
aligned_dacapo_avrora_1.0GHz_cpu16,lstm,1.0,10,5,dacapo,0.8,Success,1476527.3633585917,4057094.0,3.20979108454302,-0.011755179056098453,8.432289998449637,-0.21303783369034143,,,,,,
